ObjectID,State,County/Parish,Year,Overall_SPB_PerDay,Overall_Clerids_PerDay,x,y
677,Arkansas,Ashley,2020,0,1,-92.05962262,33.14845855
678,Arkansas,Ashley,2020,0,1.5,-91.91614246,33.02972131
679,Georgia,Montgomery,2020,0.1,3,-82.51070884,31.98764574
680,Arkansas,Union,2020,0,7.5,-92.53819121,33.2891123
681,Arkansas,Columbia,2020,0,1,-93.35245167,33.25630667
683,Arkansas,Pike,2020,0,1.1,-93.59827262,34.24428555
684,Arkansas,Pike,2020,0,0.3,-93.47370626,33.98721004
685,Arkansas,Pike,2020,0,0.3,-93.64409078,34.13669348
690,Louisiana,Beauregard,2020,0,0.8,-93.142,30.8395
691,Louisiana,Beauregard,2020,0,0.9,-93.6411,30.6059
692,Louisiana,Calcasieu,2020,0,0.4,-93.6637,30.3912
693,Louisiana,St.Helena,2020,1.8,2,-90.73,30.926
694,Louisiana,St.Helena,2020,0,1.2,-90.762,30.727
695,Louisiana,St.Tammany,2020,0,0.7,-89.8,30.321
696,Louisiana,St.Tammany,2020,0,0.9,-90.0369,30.3409
697,Louisiana,LaSalle,2020,0,0.8,-92.094284,31.74426
698,Louisiana,Vernon,2020,0,0.7,-93.305447,31.1397
699,Louisiana,Vernon,2020,0,0.8,-93.376617,31.31638
700,Louisiana,Rapides,2020,0,0.5,-92.784105,30.91469
701,Louisiana,Union,2020,0,0.3,-92.3387,32.7154
702,Louisiana,Claiborne,2020,0,2.9,-93.0121,32.865
703,Louisiana,Bossier,2020,0,1.5,-93.7386,32.9586
704,Louisiana,Caddo,2020,0,3.8,-93.975,33
705,Louisiana,Caddo,2020,0,2.1,-93.9776,32.6418
706,Louisiana,Rapides,2020,0,0.3,-92.2974,31.3448
707,Louisiana,Allen,2020,0,0.5,-92.6432,30.63003
708,Louisiana,Allen,2020,0,0.2,-92.97893,30.49099
710,Louisiana,Caldwell,2020,0,0.4,-92.166607,32.1303
711,Louisiana,Sabine,2020,0,0.2,-93.5077,31.7651
712,Louisiana,Sabine,2020,0,0.8,-93.4434,31.404
713,Louisiana,DeSoto,2020,0,0.2,-93.7628,32.2072
714,Louisiana,DeSoto,2020,0,0.5,-93.8288,31.922
715,Louisiana,Bienville,2020,0,2,-93.092,32.3916
716,Louisiana,Natchitoches,2020,0,0.3,-93.222,31.686
717,Louisiana,Natchitoches,2020,0,0.4,-93.2703,31.797
718,Louisiana,EastFeliciana,2020,33.7,1.6,-90.9759,30.84092
719,Louisiana,WestFeliciana,2020,5.7,1.8,-91.20287,30.93202
720,Louisiana,Evangeline,2020,0,0.2,-92.54203,30.78775
721,Louisiana,Evangeline,2020,0,0.4,-92.40264,30.9251
723,Georgia,Greene,2020,8.4,17.1,-83.26584447,33.74830346
725,Arkansas,Bradley,2020,0,4.1,-92.18992515,33.62181666
726,Arkansas,Bradley,2020,0,0.3,-92.02584995,33.49969832
727,Arkansas,Bradley,2020,0,6.6,-92.22270239,33.38376844
728,Arkansas,Nevada,2020,0,0,-93.16620427,33.68871372
729,Arkansas,Nevada,2020,0,0.7,-93.42852361,33.76537467
730,Arkansas,Nevada,2020,0,1.4,-93.3741987,33.57937744
731,Florida,Levy,2020,0.1,1.4,-82.90581577,29.46631802
732,Georgia,Oconee,2020,1.6,1.9,-83.45894159,33.79939071
733,Georgia,Jackson,2020,0.8,1,-83.61989073,34.25419435
734,Georgia,Morgan,2020,8.8,7.2,-83.59753355,33.66634447
735,Georgia,Wilkinson,2020,0.9,0.8,-82.96426635,32.78455944
736,Georgia,Emanuel,2020,0.6,2.2,-82.42836242,32.6311878
737,Georgia,Clarke,2020,8.3,6.3,-83.35964577,33.87703152
738,Florida,St.Johns,2020,5.9,0.3,-81.43583673,30.01886466
739,Florida,Suwannee,2020,0,0,-83.16629989,30.38811021
741,Florida,Suwannee,2020,0,0,-83.20361017,30.32240108
745,South Carolina,Abbeville,2020,0,0,-82.474722,34.155
746,Florida,Nassau,2020,3.7,0.8,-81.9071,30.67196
747,Florida,Nassau,2020,5.2,0.7,-81.7311,30.61005
748,Florida,Nassau,2020,1.8,0.7,-81.967,30.77934
749,South Carolina,Abbeville,2020,0,0,-82.51125,34.247861
750,South Carolina,Abbeville,2020,0,0,-82.614572,34.629167
